invoice_line_id,invoice_id,description,category,amount
INL00000461,INV0000268,PROD_INT monthly service,recurring,50.0
INL00000462,INV0000269,PROD_INT monthly service,recurring,50.0
INL00000463,INV0000269,Data usage overage,usage,20.46
INL00000464,INV0000269,Goodwill/service credit,credit,-16.72
INL00000465,INV0000270,PROD_INT monthly service,recurring,50.0
INL00000466,INV0000271,PROD_INT monthly service,recurring,50.0
INL00000467,INV0000272,PROD_INT monthly service,recurring,50.0
INL00000468,INV0000273,PROD_INT monthly service,recurring,50.0
INL00000469,INV0000274,PROD_INT monthly service,recurring,50.0
INL00000470,INV0000275,PROD_INT monthly service,recurring,70.0
INL00000471,INV0000275,One-time activation fee,one-time,35.0
INL00000472,INV0000275,Partial month proration,one-time,27.18
INL00000473,INV0000276,PROD_INT monthly service,recurring,120.0
INL00000474,INV0000276,PROD_MOB monthly service,recurring,77.0
INL00000475,INV0000276,One-time activation fee,one-time,35.0
INL00000476,INV0000276,Partial month proration,one-time,76.15
INL00000477,INV0000277,PROD_INT monthly service,recurring,90.0
INL00000478,INV0000277,One-time activation fee,one-time,35.0
INL00000479,INV0000277,Partial month proration,one-time,29.33
INL00000480,INV0000278,PROD_INT monthly service,recurring,90.0
INL00000481,INV0000279,PROD_INT monthly service,recurring,90.0
INL00000482,INV0000280,PROD_INT monthly service,recurring,90.0
INL00000483,INV0000281,PROD_INT monthly service,recurring,90.0
INL00000484,INV0000282,PROD_INT monthly service,recurring,90.0
INL00000485,INV0000283,PROD_INT monthly service,recurring,90.0
INL00000486,INV0000284,PROD_INT monthly service,recurring,90.0
INL00000487,INV0000284,Data usage overage,usage,35.27
INL00000488,INV0000285,PROD_INT monthly service,recurring,90.0
INL00000489,INV0000286,PROD_INT monthly service,recurring,90.0
INL00000490,INV0000287,PROD_INT monthly service,recurring,90.0
INL00000491,INV0000288,PROD_INT monthly service,recurring,90.0
INL00000492,INV0000289,PROD_INT monthly service,recurring,90.0
INL00000493,INV0000289,PROD_MOB monthly service,recurring,67.0
INL00000494,INV0000289,One-time activation fee,one-time,35.0
INL00000495,INV0000289,Partial month proration,one-time,61.79
INL00000496,INV0000290,PROD_INT monthly service,recurring,90.0
INL00000497,INV0000290,One-time activation fee,one-time,35.0
INL00000498,INV0000290,Partial month proration,one-time,21.73
INL00000499,INV0000291,PROD_INT monthly service,recurring,90.0
INL00000500,INV0000291,Goodwill/service credit,credit,-22.31
INL00000501,INV0000292,PROD_INT monthly service,recurring,90.0
INL00000502,INV0000292,Data usage overage,usage,38.98
INL00000503,INV0000293,PROD_INT monthly service,recurring,90.0
INL00000504,INV0000294,PROD_INT monthly service,recurring,90.0
INL00000505,INV0000295,PROD_INT monthly service,recurring,90.0
INL00000506,INV0000296,PROD_INT monthly service,recurring,90.0
INL00000507,INV0000297,PROD_INT monthly service,recurring,90.0
INL00000508,INV0000297,Data usage overage,usage,32.35
INL00000509,INV0000298,PROD_INT monthly service,recurring,90.0
INL00000510,INV0000299,PROD_INT monthly service,recurring,90.0
INL00000511,INV0000299,PROD_MOB monthly service,recurring,67.0
INL00000512,INV0000299,PROD_TV monthly service,recurring,45.0
INL00000513,INV0000300,PROD_INT monthly service,recurring,90.0
INL00000514,INV0000300,PROD_MOB monthly service,recurring,67.0
INL00000515,INV0000300,PROD_TV monthly service,recurring,45.0
INL00000516,INV0000301,PROD_INT monthly service,recurring,90.0
INL00000517,INV0000301,PROD_MOB monthly service,recurring,67.0
INL00000518,INV0000301,PROD_TV monthly service,recurring,45.0
INL00000519,INV0000302,PROD_INT monthly service,recurring,50.0
INL00000520,INV0000302,One-time activation fee,one-time,35.0
INL00000521,INV0000302,Partial month proration,one-time,27.21
INL00000522,INV0000303,PROD_INT monthly service,recurring,50.0
INL00000523,INV0000303,Data usage overage,usage,16.34
INL00000524,INV0000304,PROD_INT monthly service,recurring,50.0
INL00000525,INV0000305,PROD_INT monthly service,recurring,50.0
INL00000526,INV0000305,Goodwill/service credit,credit,-5.51
INL00000527,INV0000306,PROD_INT monthly service,recurring,50.0
INL00000528,INV0000307,PROD_INT monthly service,recurring,50.0
INL00000529,INV0000308,PROD_INT monthly service,recurring,50.0
INL00000530,INV0000308,Data usage overage,usage,25.79
INL00000531,INV0000309,PROD_INT monthly service,recurring,50.0
INL00000532,INV0000310,PROD_INT monthly service,recurring,50.0
INL00000533,INV0000310,Data usage overage,usage,17.17
INL00000534,INV0000311,PROD_INT monthly service,recurring,50.0
INL00000535,INV0000312,PROD_INT monthly service,recurring,50.0
INL00000536,INV0000312,Data usage overage,usage,23.92
INL00000537,INV0000313,PROD_INT monthly service,recurring,50.0
INL00000538,INV0000314,PROD_INT monthly service,recurring,70.0
INL00000539,INV0000314,One-time activation fee,one-time,35.0
INL00000540,INV0000314,Partial month proration,one-time,13.02
INL00000541,INV0000315,PROD_INT monthly service,recurring,70.0
INL00000542,INV0000316,PROD_INT monthly service,recurring,70.0
INL00000543,INV0000317,PROD_INT monthly service,recurring,70.0
INL00000544,INV0000317,PROD_MOB monthly service,recurring,77.0
INL00000545,INV0000317,Data usage overage,usage,13.14
INL00000546,INV0000318,PROD_INT monthly service,recurring,70.0
INL00000547,INV0000318,PROD_MOB monthly service,recurring,77.0
INL00000548,INV0000319,PROD_INT monthly service,recurring,70.0
INL00000549,INV0000319,PROD_MOB monthly service,recurring,77.0
INL00000550,INV0000320,PROD_INT monthly service,recurring,70.0
INL00000551,INV0000320,PROD_MOB monthly service,recurring,77.0
INL00000552,INV0000321,PROD_INT monthly service,recurring,70.0
INL00000553,INV0000321,PROD_MOB monthly service,recurring,77.0
INL00000554,INV0000322,PROD_INT monthly service,recurring,70.0
INL00000555,INV0000322,PROD_MOB monthly service,recurring,77.0
INL00000556,INV0000322,Data usage overage,usage,12.29
INL00000557,INV0000323,PROD_INT monthly service,recurring,70.0
INL00000558,INV0000323,PROD_MOB monthly service,recurring,77.0
INL00000559,INV0000324,PROD_INT monthly service,recurring,70.0
INL00000560,INV0000324,PROD_MOB monthly service,recurring,77.0
INL00000561,INV0000325,PROD_INT monthly service,recurring,90.0
INL00000562,INV0000325,One-time activation fee,one-time,35.0
INL00000563,INV0000325,Partial month proration,one-time,49.42
INL00000564,INV0000325,Data usage overage,usage,5.55
INL00000565,INV0000326,PROD_INT monthly service,recurring,70.0
INL00000566,INV0000326,One-time activation fee,one-time,35.0
INL00000567,INV0000326,Partial month proration,one-time,32.13
INL00000568,INV0000327,PROD_INT monthly service,recurring,70.0
INL00000569,INV0000327,Data usage overage,usage,29.09
INL00000570,INV0000328,PROD_INT monthly service,recurring,70.0
INL00000571,INV0000329,PROD_INT monthly service,recurring,70.0
INL00000572,INV0000330,PROD_INT monthly service,recurring,70.0
INL00000573,INV0000331,PROD_INT monthly service,recurring,70.0
INL00000574,INV0000332,PROD_INT monthly service,recurring,70.0
INL00000575,INV0000333,PROD_INT monthly service,recurring,70.0
INL00000576,INV0000334,PROD_INT monthly service,recurring,70.0
INL00000577,INV0000335,PROD_INT monthly service,recurring,70.0
INL00000578,INV0000335,Data usage overage,usage,24.67
INL00000579,INV0000336,PROD_INT monthly service,recurring,55.0
INL00000580,INV0000336,PROD_MOB monthly service,recurring,52.0
INL00000581,INV0000336,One-time activation fee,one-time,35.0
INL00000582,INV0000336,Partial month proration,one-time,35.08
INL00000583,INV0000336,Data usage overage,usage,20.0
INL00000584,INV0000337,PROD_INT monthly service,recurring,55.0
INL00000585,INV0000337,PROD_MOB monthly service,recurring,52.0
INL00000586,INV0000338,PROD_INT monthly service,recurring,55.0
INL00000587,INV0000338,PROD_MOB monthly service,recurring,52.0
INL00000588,INV0000339,PROD_INT monthly service,recurring,55.0
INL00000589,INV0000339,PROD_MOB monthly service,recurring,52.0
INL00000590,INV0000340,PROD_INT monthly service,recurring,55.0
INL00000591,INV0000340,PROD_MOB monthly service,recurring,52.0
INL00000592,INV0000341,PROD_INT monthly service,recurring,55.0
INL00000593,INV0000341,PROD_MOB monthly service,recurring,52.0
INL00000594,INV0000342,PROD_INT monthly service,recurring,55.0
INL00000595,INV0000342,PROD_MOB monthly service,recurring,52.0
INL00000596,INV0000343,PROD_INT monthly service,recurring,55.0
INL00000597,INV0000343,PROD_MOB monthly service,recurring,52.0
INL00000598,INV0000344,PROD_INT monthly service,recurring,55.0
INL00000599,INV0000344,PROD_MOB monthly service,recurring,52.0
INL00000600,INV0000345,PROD_INT monthly service,recurring,55.0
INL00000601,INV0000345,PROD_MOB monthly service,recurring,52.0
INL00000602,INV0000346,PROD_INT monthly service,recurring,55.0
INL00000603,INV0000346,PROD_MOB monthly service,recurring,52.0
INL00000604,INV0000347,PROD_INT monthly service,recurring,55.0
INL00000605,INV0000347,PROD_MOB monthly service,recurring,52.0
INL00000606,INV0000348,PROD_INT monthly service,recurring,70.0
INL00000607,INV0000348,One-time activation fee,one-time,35.0
INL00000608,INV0000348,Partial month proration,one-time,14.1
INL00000609,INV0000349,PROD_INT monthly service,recurring,70.0
INL00000610,INV0000350,PROD_INT monthly service,recurring,70.0
INL00000611,INV0000351,PROD_INT monthly service,recurring,70.0
INL00000612,INV0000352,PROD_INT monthly service,recurring,70.0
INL00000613,INV0000353,PROD_INT monthly service,recurring,70.0
INL00000614,INV0000354,PROD_INT monthly service,recurring,70.0
INL00000615,INV0000355,PROD_INT monthly service,recurring,70.0
INL00000616,INV0000356,PROD_INT monthly service,recurring,70.0
INL00000617,INV0000357,PROD_INT monthly service,recurring,120.0
INL00000618,INV0000357,One-time activation fee,one-time,35.0
INL00000619,INV0000357,Partial month proration,one-time,42.17
INL00000620,INV0000358,PROD_INT monthly service,recurring,120.0
INL00000621,INV0000358,PROD_MOB monthly service,recurring,67.0
INL00000622,INV0000359,PROD_INT monthly service,recurring,120.0
INL00000623,INV0000359,PROD_MOB monthly service,recurring,67.0
INL00000624,INV0000360,PROD_INT monthly service,recurring,120.0
INL00000625,INV0000360,PROD_MOB monthly service,recurring,67.0
INL00000626,INV0000361,PROD_INT monthly service,recurring,120.0
INL00000627,INV0000361,PROD_MOB monthly service,recurring,67.0
INL00000628,INV0000361,Data usage overage,usage,37.33
INL00000629,INV0000362,PROD_INT monthly service,recurring,120.0
INL00000630,INV0000362,PROD_MOB monthly service,recurring,67.0
INL00000631,INV0000363,PROD_INT monthly service,recurring,120.0
INL00000632,INV0000363,PROD_MOB monthly service,recurring,67.0
INL00000633,INV0000364,PROD_INT monthly service,recurring,120.0
INL00000634,INV0000364,PROD_MOB monthly service,recurring,67.0
INL00000635,INV0000365,PROD_INT monthly service,recurring,120.0
INL00000636,INV0000365,PROD_MOB monthly service,recurring,67.0
INL00000637,INV0000365,Data usage overage,usage,35.39
INL00000638,INV0000366,PROD_INT monthly service,recurring,120.0
INL00000639,INV0000366,PROD_MOB monthly service,recurring,67.0
INL00000640,INV0000367,PROD_INT monthly service,recurring,120.0
INL00000641,INV0000367,PROD_MOB monthly service,recurring,67.0
INL00000642,INV0000368,PROD_INT monthly service,recurring,120.0
INL00000643,INV0000368,PROD_MOB monthly service,recurring,67.0
INL00000644,INV0000369,PROD_INT monthly service,recurring,70.0
INL00000645,INV0000369,One-time activation fee,one-time,35.0
INL00000646,INV0000369,Partial month proration,one-time,36.3
INL00000647,INV0000370,PROD_INT monthly service,recurring,70.0
INL00000648,INV0000371,PROD_INT monthly service,recurring,70.0
INL00000649,INV0000372,PROD_INT monthly service,recurring,70.0
INL00000650,INV0000373,PROD_INT monthly service,recurring,70.0
INL00000651,INV0000374,PROD_INT monthly service,recurring,70.0
INL00000652,INV0000375,PROD_INT monthly service,recurring,70.0
INL00000653,INV0000376,PROD_INT monthly service,recurring,70.0
INL00000654,INV0000376,Data usage overage,usage,26.12
INL00000655,INV0000377,PROD_INT monthly service,recurring,70.0
INL00000656,INV0000378,PROD_INT monthly service,recurring,70.0
INL00000657,INV0000379,PROD_INT monthly service,recurring,70.0
INL00000658,INV0000379,One-time activation fee,one-time,35.0
INL00000659,INV0000379,Partial month proration,one-time,23.61
INL00000660,INV0000380,PROD_INT monthly service,recurring,70.0
INL00000661,INV0000381,PROD_INT monthly service,recurring,70.0
INL00000662,INV0000382,PROD_INT monthly service,recurring,70.0
INL00000663,INV0000383,PROD_INT monthly service,recurring,70.0
INL00000664,INV0000384,PROD_INT monthly service,recurring,70.0
INL00000665,INV0000384,Goodwill/service credit,credit,-6.05
INL00000666,INV0000385,PROD_INT monthly service,recurring,70.0
INL00000667,INV0000385,Data usage overage,usage,16.45
INL00000668,INV0000386,PROD_INT monthly service,recurring,70.0
INL00000669,INV0000386,PROD_MOB monthly service,recurring,62.0
INL00000670,INV0000387,PROD_INT monthly service,recurring,70.0
INL00000671,INV0000387,PROD_MOB monthly service,recurring,62.0
INL00000672,INV0000387,Data usage overage,usage,11.38
INL00000673,INV0000388,PROD_INT monthly service,recurring,70.0
INL00000674,INV0000388,PROD_MOB monthly service,recurring,62.0
INL00000675,INV0000389,PROD_INT monthly service,recurring,70.0
INL00000676,INV0000389,PROD_MOB monthly service,recurring,62.0
INL00000677,INV0000390,PROD_INT monthly service,recurring,70.0
INL00000678,INV0000390,PROD_MOB monthly service,recurring,62.0
INL00000679,INV0000391,PROD_INT monthly service,recurring,120.0
INL00000680,INV0000391,One-time activation fee,one-time,35.0
INL00000681,INV0000391,Partial month proration,one-time,48.76
INL00000682,INV0000392,PROD_INT monthly service,recurring,120.0
INL00000683,INV0000393,PROD_INT monthly service,recurring,120.0
INL00000684,INV0000394,PROD_INT monthly service,recurring,120.0
INL00000685,INV0000394,Goodwill/service credit,credit,-19.66
INL00000686,INV0000395,PROD_INT monthly service,recurring,120.0
INL00000687,INV0000396,PROD_INT monthly service,recurring,120.0
INL00000688,INV0000396,Goodwill/service credit,credit,-19.68
INL00000689,INV0000397,PROD_INT monthly service,recurring,120.0
INL00000690,INV0000398,PROD_INT monthly service,recurring,120.0
INL00000691,INV0000399,PROD_INT monthly service,recurring,120.0
INL00000692,INV0000400,PROD_INT monthly service,recurring,120.0
INL00000693,INV0000400,Goodwill/service credit,credit,-27.03
INL00000694,INV0000401,PROD_INT monthly service,recurring,120.0
INL00000695,INV0000402,PROD_INT monthly service,recurring,120.0
INL00000696,INV0000403,PROD_INT monthly service,recurring,95.0
INL00000697,INV0000403,One-time activation fee,one-time,35.0
INL00000698,INV0000403,Partial month proration,one-time,40.46
INL00000699,INV0000404,PROD_INT monthly service,recurring,95.0
INL00000700,INV0000405,PROD_INT monthly service,recurring,95.0
INL00000701,INV0000406,PROD_INT monthly service,recurring,95.0
INL00000702,INV0000407,PROD_INT monthly service,recurring,95.0
INL00000703,INV0000407,Goodwill/service credit,credit,-13.92
INL00000704,INV0000408,PROD_INT monthly service,recurring,95.0
INL00000705,INV0000408,Data usage overage,usage,23.85
INL00000706,INV0000409,PROD_INT monthly service,recurring,95.0
INL00000707,INV0000410,PROD_INT monthly service,recurring,95.0
INL00000708,INV0000411,PROD_INT monthly service,recurring,75.0
INL00000709,INV0000411,One-time activation fee,one-time,35.0
INL00000710,INV0000411,Partial month proration,one-time,32.94
INL00000711,INV0000412,PROD_INT monthly service,recurring,75.0
INL00000712,INV0000412,Data usage overage,usage,26.93
INL00000713,INV0000413,PROD_INT monthly service,recurring,75.0
INL00000714,INV0000414,PROD_INT monthly service,recurring,75.0
INL00000715,INV0000414,Goodwill/service credit,credit,-17.76
INL00000716,INV0000415,PROD_INT monthly service,recurring,75.0
INL00000717,INV0000416,PROD_INT monthly service,recurring,75.0
INL00000718,INV0000417,PROD_INT monthly service,recurring,75.0
INL00000719,INV0000417,Data usage overage,usage,14.8
INL00000720,INV0000418,PROD_INT monthly service,recurring,75.0
INL00000721,INV0000419,PROD_INT monthly service,recurring,75.0
INL00000722,INV0000420,PROD_INT monthly service,recurring,75.0
INL00000723,INV0000420,PROD_VOICE monthly service,recurring,25.0
INL00000724,INV0000421,PROD_INT monthly service,recurring,75.0
INL00000725,INV0000421,PROD_VOICE monthly service,recurring,25.0
